	H3K4me3	H3K4me1	H3K27ac	H3K27me3	H3K9me3	H3K36me1	H3K36me3	H3K79me1	H3K79me2	H3K79me3
102300	-0.8431	-0.2924	-0.4934	-0.9912	-0.5355	0.0739	0.1999	-0.7748	0.3939	0.3154
102500	-0.01892	0.308	0.003069	-0.916	-0.1927	0.1809	2.496	0.03422	1.613	1.385
102700	-0.06554	-0.2718	-0.643	-1.331	-0.2078	-0.5091	4.18	-0.1655	1.007	1.222
102900	-0.08076	-0.654	-1.014	-1.326	-0.6107	-0.181	2.962	-0.3277	0.7548	1.509
103100	0.2986	0.2833	-0.9603	-1.096	-0.1943	-0.1624	3.336	0.2523	1.455	1.563
103300	-0.02235	0.006967	-0.6348	-1.192	-0.2491	-0.2595	2.159	-0.1379	1.097	1.113
103500	0.01416	0.5688	-0.2458	-1.299	-0.4867	0.2026	1.334	-0.2637	1.367	1.602
103700	-0.6063	0.7789	0.009497	-1.262	-0.4366	0.0609	0.3888	-0.7689	1.117	0.7608
103900	-0.9553	1.051	0.569	-1.425	-0.7458	0.318	0.1056	-1.042	1.176	0.6272
104100	-0.844	0.8717	-0.2032	-1.364	-0.4941	0.03791	-0.03131	-1.177	0.5901	0.5072
104300	-0.8711	0.3059	-0.483	-1.507	-0.5615	-0.2012	0.2033	-0.7291	1.169	0.591
104500	0.292	1.706	-0.09231	-0.9517	-0.7973	0.6411	2.577	-0.3084	2.473	2.382
104700	0.04241	0.8087	0.02982	-1.044	-0.6303	0.319	1.764	-0.1469	2.333	2.123
104900	-0.09097	0.7559	-0.3708	-0.369	-0.8196	1.682	0.1448	-0.9228	1.838	1.299
105100	-0.2992	0.8016	-0.1288	-1.409	-0.3555	0.5311	0.727	-0.7282	1.509	1.361
105300	-0.6777	0.7364	-0.2698	-1.239	0.182	-0.1566	1.277	-0.4789	2.061	1.588
105500	0.07161	0.6922	-0.4554	-1.419	-0.2317	-0.6278	4.133	-0.5888	2.608	2.559
105700	-0.6855	0.8123	0.05412	-1.279	-0.4909	0.4827	1.456	-0.354	2.49	2.016
105900	-0.5341	1.544	0.5706	-0.4865	-0.2505	0.09114	1.065	-0.4496	2.464	2.237
106100	0.4554	0.8045	-0.4995	-1.173	-0.2146	-0.2185	3.951	0.08232	2.01	2.427
106300	-0.06018	1.011	-0.05195	-1.058	0.1461	0.1578	3.416	-0.3326	2.317	2.454
106500	-0.8703	0.9968	0.2234	-1.237	-0.4876	-0.2662	1.024	-0.6994	1.568	1.305
106700	0.3002	2.11	0.1681	-1.13	-0.3515	0.5854	2.309	0.2227	2.732	2.347
106900	-0.2811	1.104	0.1158	-0.7405	-0.3776	1.301	0.8706	-0.6077	2.058	1.942
107100	0.3503	2.457	0.7517	-1.256	-0.1943	1.533	1.556	-0.2384	3.172	3.44
107300	0.3092	2.406	0.6657	-1.186	-0.06461	1.228	2.854	-0.3963	3.134	3.167
107500	-0.07232	1.632	-0.06868	-0.9419	-0.3442	0.7508	3.109	-0.9021	2.449	2.285
107700	0.7697	2.867	0.1307	-0.9281	-0.2226	0.07945	3.658	-0.3734	2.584	2.938
107900	3.183	3.696	2.156	-1.158	0.002177	1.665	3.081	0.5118	3.147	4.618
108100	3.007	3.235	6.188	-1.035	-0.4626	1.716	0.3588	0.3552	3.516	3.748
108300	1.127	1.189	1.941	-1.112	-0.2576	0.4483	-0.4567	-0.8269	1.305	0.5822
108500	0.7633	1.813	2.555	-1.131	-0.4243	0.9358	-0.4666	-0.3676	1.645	0.9271
108700	0.6422	0.6799	1.247	-1.158	-0.256	0.5308	-0.3378	-0.2549	1.496	0.5848
108900	2.537	0.8007	1.828	-0.9142	-0.212	0.5065	-0.2482	-0.7912	1.995	1.302
109100	1.975	-0.03458	0.5355	-1.074	-1.088	-0.0848	0.7119	-1.077	1.566	1.024
109300	4.827	0.7885	0.5272	-1.204	-0.5909	0.03397	2.541	-1.016	2.335	2.829
109500	4.499	0.5432	0.5286	-1.234	-0.4679	-0.1905	3.411	-0.6578	2.285	2.747
109700	5.775	-0.1727	0.5046	-1.291	-0.6722	-0.5583	4.704	-0.7276	1.978	3.289
109900	7.41	-0.6337	2.536	-1.039	-0.489	0.1627	2.187	-1.134	2.588	3.307
110100	9.069	-0.6474	3.679	-1.117	-0.745	0.9999	0.1634	-1.088	2.724	3.097
110300	8.295	-1.159	5.848	-1.248	-0.9261	0.9927	-0.5071	-1.48	2.087	2.526
110500	9.853	-1.237	9.43	-1.178	-0.7374	0.7283	-0.4605	-1.401	2.527	2.594
110700	6.41	-0.823	3.031	-1.046	-0.5855	0.007457	-0.5387	-1.376	1.112	0.6647
110900	5.658	-1.28	7.647	-1.1	-0.9244	0.8827	-0.645	-1.43	1.238	1.153
111100	8.811	-0.983	8.787	-1.288	-0.519	1.303	0.5453	-1.18	2.815	2.904
111300	10.99	0.1746	5.4	-1.069	-0.3019	0.5649	3.103	-1.046	3.136	3.66
111500	7.323	-0.4696	3.009	-1.05	-0.3184	-0.3965	2.635	-1.009	2.076	2.946
111700	6.802	-0.05555	0.998	-1.224	-0.8659	-0.7148	4.56	-0.8354	2.121	3.109
111900	5.761	-0.1319	1.107	-1.088	-0.6869	-0.7014	4.992	-1.099	1.613	2.493
112100	5.481	0.9445	1.066	-1.074	-0.6614	-0.4103	3.819	-1.029	1.877	2.936
112300	2.926	0.441	0.3645	-1.257	-0.9952	-0.4801	2.58	-0.8983	0.9226	1.4
112500	2.339	1.994	0.4687	-1.307	-0.1987	0.6986	2.285	0.6221	1.33	1.578
112700	1.593	3.12	0.5111	-0.9523	-0.0876	2.51	0.6042	1.649	1.771	0.9925
112900	0.24	2.703	0.6688	-0.9706	-0.1918	3.849	-0.1118	1.736	0.598	-0.2072
113100	-0.3597	3.438	1.878	-1.26	-0.5914	6.271	-0.5347	2.658	0.007696	0.1109
113300	1.124	2.637	0.8132	-0.5921	-0.2441	4.575	0.01832	2.354	-0.1657	-0.219
113500	0.8556	1.726	-0.2434	-0.7245	-0.1318	5.706	0.02436	1.658	-0.1968	-0.1865
113700	-0.323	1.11	0.0164	-0.9945	-0.04023	2.871	-0.4123	1.081	-0.2571	-0.7684
113900	-0.2049	1.628	0.4434	-0.305	0.5359	4.54	-0.4829	1.128	-0.412	-0.7335
114100	0.2303	2.234	0.2229	-0.7196	1.119	4.132	-0.3008	1.475	-0.2791	-0.2739
114300	0.6412	3.379	0.1101	-0.4712	1.416	3.936	-0.158	2.52	-0.2187	-0.2555
114500	-0.3875	2.042	0.3244	-1.019	1.206	3.578	-0.3567	1.179	-0.48	-0.7582
114700	0.04399	2.244	0.475	-0.9355	1.318	3.178	-0.4453	1.212	-0.4295	-0.5467
114900	0.4186	1.766	0.3283	-0.8115	1.586	2.677	-0.4117	1.408	-0.249	-0.3213
115100	0.03361	0.3842	-0.4945	0.01706	1.118	1.73	-0.2744	0.1375	-0.4084	-0.3888
115300	-0.3026	0.2907	-0.08456	-0.4425	0.06213	0.7417	-0.4698	0.2712	-0.4898	-0.4122
115500	-0.6492	0.112	-0.5712	-0.04618	0.2	0.298	-0.603	-0.1836	-0.4341	-0.7299
115700	0.07355	0.1523	-0.4494	0.3068	0.4846	1.052	-0.4071	0.1347	-0.4368	-0.6306
115900	-0.197	0.2991	-0.5889	0.1268	0.1783	0.1059	-0.3277	0.02389	-0.6226	-0.7548
116100	-0.4013	-0.3483	-0.2615	-0.1161	0.4553	0.385	-0.3676	-0.4319	-0.6454	-0.9713
116300	-0.4237	-0.3973	-0.1939	0.6408	0.3131	0.08207	-0.5585	-0.3558	-0.6159	-0.8586
116500	0.3776	0.1369	-0.6067	1.36	0.3405	-0.03963	-0.2365	1.001	-0.7022	-0.249
116700	0.4212	-0.2352	-0.9682	1.616	0.9181	0.2879	-0.2951	0.4346	-0.5634	-0.5684
116900	0.2352	-0.1608	-0.4176	2.596	1.251	0.283	-0.235	0.9617	-0.4914	-0.1999
117100	0.2651	-0.5972	-0.6669	1.229	1.308	0.2711	-0.2919	0.9247	-0.5656	-0.182
117300	0.5246	-0.6009	-1.022	1.977	0.7315	0.5802	-0.1084	1.544	-0.5886	-0.3013
117500	-0.486	-0.7544	-0.6432	-0.1811	-0.1802	-0.2289	-0.5068	-0.8108	-0.8925	-0.8349
117700	-0.3567	-0.1163	-0.3226	0.4148	-0.07402	0.3614	-0.5054	-0.5975	-0.6255	-0.8056
117900	-0.4203	-0.6117	-0.6811	0.2814	-0.4813	-0.3392	-0.459	-0.6435	-0.8798	-0.9428
118100	-0.4804	-1.207	-0.7365	0.5197	-0.04568	-0.1588	-0.5368	-0.8548	-0.8395	-0.6101
118300	-0.2333	-0.8165	-0.1477	1.388	-0.02943	-0.004139	-0.4444	-0.1438	-0.7334	-0.7908
118500	0.03836	-0.8396	-0.3702	1.252	-0.03122	0.1529	-0.07832	-0.2033	-0.6476	-0.5415
118700	0.2902	-0.3663	-0.4494	1.37	0.9331	0.02682	-0.1662	0.2754	-0.3547	-0.6683
118900	-0.09695	-1.05	-0.6343	0.3189	-0.2046	-0.2904	-0.4722	-0.2578	-0.7915	-0.5485
119100	-0.4037	-0.773	-0.4432	0.9217	-0.3214	-0.505	-0.4663	-0.3822	-0.7699	-0.8128
119300	-0.6402	-0.4942	-0.2107	0.3171	-0.07006	-0.8768	-0.6462	-0.422	-0.8081	-0.6948
119500	0.001848	-0.5597	-0.3329	2.247	-0.009416	-0.3898	-0.3388	-0.09498	-0.7446	-0.5922
119700	0.2345	-1.11	-0.9319	1.819	0.2487	0.1944	-0.1539	0.3753	-0.7486	-0.5702
119900	-0.1291	-0.902	-0.8446	1.718	0.426	-0.3161	-0.298	-0.07017	-0.6376	-0.8034
120100	-0.2243	-0.361	-0.5446	1.269	0.4148	0.1916	-0.3582	0.5784	-0.6083	-0.8531
120300	0.04689	-0.5588	-0.904	1.236	-0.0008945	-0.3531	-0.3742	-0.1437	-0.743	-0.545
120500	0.7588	-0.5517	-0.7713	2.203	0.06104	-0.05869	-0.09105	0.09743	-0.5772	-0.59
120700	-0.3574	-0.2973	-0.3886	0.7064	0.102	-0.7936	-0.3629	-0.5047	-0.7181	-0.7798
120900	-0.2442	0.07405	-0.3199	0.5252	0.02873	-0.5154	-0.4848	0.1876	-0.678	-0.6906
121100	0.03581	0.6392	-0.787	0.9605	-0.1342	-0.292	-0.3728	-0.2681	-0.5615	-0.6335
121300	0.1014	0.2486	-0.3173	0.428	0.07709	-0.6501	-0.4434	-0.4734	-0.6402	-0.5936
121500	-0.179	0.509	-0.4795	0.5176	0.0432	-0.4804	-0.3894	-0.28	-0.8175	-0.6268
121700	-0.4759	-0.2548	-0.00128	0.2934	-0.06352	-0.2054	-0.4943	1.029	-0.5433	-0.4804
121900	-0.3077	-0.04284	0.1002	0.1513	0.1234	-0.4423	-0.5407	0.126	-0.6696	-0.7404
122100	-0.1258	1.122	0.241	0.3178	0.5764	-0.2676	-0.6195	-0.1106	-0.4841	-0.5487
122300	0.2932	1.793	0.07056	0.2579	0.06589	0.3039	-0.5511	0.2269	-0.3265	-0.5656
122500	0.6502	1.518	-0.7619	2.196	0.5374	-0.07109	-0.3231	0.8682	-0.4303	-0.388
122700	0.5937	1.76	0.6382	0.8861	0.2706	-0.6384	-0.5913	0.3178	-0.2032	-0.4299
122900	-0.3549	0.7537	0.4324	-0.2077	0.2318	-0.5263	-0.5628	0.1219	-0.6239	-0.5253
123100	-0.04768	0.5792	0.01772	0.7422	0.3094	-0.2323	-0.4662	0.4678	-0.5113	-0.008678
123300	0.06211	0.7664	-0.4904	0.2286	0.1595	0.9105	-0.3926	0.1555	-0.2004	0.0952
123500	-0.4799	1.393	0.2887	0.2322	0.07927	0.7589	-0.6602	0.04051	-0.3207	-0.4513
123700	-0.5251	1.329	0.02878	-0.4228	-0.2076	0.1345	-0.6269	-0.1927	-0.216	-0.5327
123900	-0.4294	0.8929	-0.6697	0.1665	-0.8204	-0.2843	-0.6117	-0.02358	-0.1982	-0.3213
124100	0.2928	2.559	0.405	-0.1035	0.08383	0.4407	-0.3954	0.7591	-0.01537	-0.01341
124300	-0.2244	2.095	0.1727	0.09799	-0.02478	0.1522	-0.3617	-0.6039	-0.2846	-0.4419
124500	-0.595	1.443	-0.06802	0.2684	-0.4008	-0.4584	-0.5648	-0.42	-0.5745	-0.6294
124700	-0.4611	2.3	-0.3181	0.5026	-0.1954	-0.2397	-0.5688	-0.2394	-0.3835	-0.3952
124900	0.156	2.57	-0.2255	-0.03374	-0.09533	-0.3532	-0.4401	0.3612	-0.1117	0.1182
125100	-0.2776	1.77	-0.2188	0.04924	0.1557	0.1473	-0.4496	0.4894	-0.2557	0.1435
125300	-0.7115	0.4763	-0.3319	0.2064	-0.6412	-0.3797	-0.5606	-0.1661	-0.3279	-0.4506
125500	0.03818	0.656	-0.3048	0.781	-0.044	-0.1893	-0.3661	0.8804	0.03358	-0.06374
125700	0.02507	-0.01857	-0.6239	-0.3234	0.07342	-0.6735	-0.6014	-0.137	-0.2263	-0.428
125900	-0.1484	0.9638	-0.4222	-0.4158	0.6239	0.3672	-0.4226	-0.008721	-0.0605	-0.2245
126100	-0.2031	1.202	0.6169	0.2655	-0.1451	0.4562	-0.4606	0.05235	-0.2848	-0.2813
126300	-0.05604	1.799	-0.1279	0.1674	-0.01447	0.06382	-0.4309	0.1419	-0.3304	-0.4142
126500	-0.05173	0.3489	-0.2913	-0.4231	-0.06273	-0.5529	-0.3541	-0.1276	-0.4203	-0.474
126700	-0.09695	2.111	-0.3629	1.065	0.5848	0.5257	-0.4044	0.859	0.09575	-0.1073
126900	-0.0622	1.47	0.3559	-0.03919	-0.3383	0.4406	-0.5378	-0.07659	-0.01277	0.07636
127100	0.1856	1.754	0.2605	-0.6015	-0.6805	1.096	-0.3441	-0.04788	-0.1156	-0.03272
127300	0.04557	1.451	1.032	-0.1697	-0.3348	0.4002	-0.4841	0.06192	0.1762	0.1988
127500	0.641	1.521	1.36	-0.218	0.4101	0.7208	-0.5554	0.5698	0.5741	0.4482
127700	0.4009	1.764	0.8408	0.5147	0.1158	1.12	-0.4845	1.232	0.2091	0.5808
127900	-0.6376	0.986	0.5997	-0.7419	-0.4433	0.535	-0.5112	0.08572	0.1119	0.173
128100	-0.4651	0.5362	1.014	-0.2875	-0.3214	0.8925	-0.5991	-0.4716	0.07856	-0.3362
128300	0.5067	1.852	0.508	-0.5554	-0.06788	0.5959	-0.496	0.4426	0.1357	0.3201
128500	2.293	3.777	2.388	0.04153	0.4841	1.835	-0.3046	1.03	1.024	1.545
128700	1.566	3.003	2.894	1.021	0.6161	2.271	-0.2216	0.2872	0.9415	1.554
128900	1.371	1.642	0.4919	1.059	-0.1759	0.9129	0.4255	0.8082	0.7814	1.257
129100	1.365	0.6687	-0.0493	0.4726	-0.1553	0.7344	0.5618	0.6105	0.621	1.333
129300	1.031	1.624	0.5244	0.4028	0.1496	1.263	0.6082	0.5604	0.8878	1.382
129500	-0.1552	1.893	1.822	-0.531	0.07788	1.062	0.1349	0.4122	1.266	1.089
129700	-0.5368	1.653	1.705	0.05439	-0.1049	0.5034	-0.4961	-0.02836	0.431	0.5614
129900	0.02358	1.2	0.5399	-0.8952	-0.1731	0.3814	-0.3358	0.02603	0.5174	0.2251
130100	0.6238	2.919	0.7813	1.451	0.1663	1.664	-0.2536	0.7584	1.021	1.165
130300	0.567	2.111	0.6515	0.735	-0.324	1.912	-0.3335	0.6118	0.9643	0.7076
130500	0.2887	2.642	0.4034	1.05	-0.2806	0.3942	-0.2944	0.9903	0.7233	0.9021
130700	0.0351	2.239	0.4297	1.126	-0.3017	0.19	-0.2475	0.3961	0.003496	0.4677
130900	0.07918	0.9623	-0.4484	0.6661	-0.4871	0.2842	-0.2193	0.3663	0.2803	0.1275
131100	-0.06581	2.368	0.4383	0.4206	-0.1729	0.8029	-0.09618	0.6636	0.5791	0.5665
131300	-0.1338	1.294	0.4727	-0.5747	-0.1941	0.7924	-0.4299	-0.5381	0.02305	-0.004911
131500	-0.5298	0.6095	0.2736	0.3045	-0.2912	1.533	-0.4487	-0.3386	0.3039	-0.1154
131700	-0.7081	0.3975	0.909	-0.5989	-0.1194	1.789	-0.341	-0.5696	0.3097	-0.06679
131900	-0.4907	0.04902	0.1734	-1.093	-0.3246	0.6751	-0.3644	-0.7311	-0.1659	-0.09556
132100	0.1865	-0.5393	-0.1783	-0.9745	-0.1964	0.2475	0.2443	-0.4984	0.2247	0.4555
132300	0.6009	-0.3262	-0.7568	-0.5297	-0.1377	0.6459	1.504	-0.1633	0.05619	0.2216
132500	0.1838	0.4176	-0.5533	-0.5649	-0.3488	1.307	1.225	-0.2681	0.2695	0.6752
132700	-0.4522	0.3264	-0.4418	-1.023	-0.09622	0.4577	0.7292	-0.6324	0.07047	0.005669
132900	-1.164	-0.1093	-0.6584	-1.221	-0.2534	0.09407	-0.4668	-1.165	-0.5082	-0.6181
133100	-0.9906	-0.08769	-0.05809	-0.9186	-0.5109	0.02833	-0.5759	-0.6586	-0.376	-0.38
133300	-0.6002	-0.5753	-0.2455	-0.641	-0.3264	0.7288	-0.253	-0.6956	-0.3406	-0.499
133500	0.07892	0.6199	-0.386	-0.2939	0.4607	2.301	0.786	1.39	0.3187	0.5373
133700	-0.3597	0.2151	-0.2697	-0.2492	-0.2655	1.36	-0.06436	0.5842	-0.123	0.1795
133900	-1	-0.2178	-0.3392	-0.5303	-0.6505	-0.3022	-0.6267	-0.5237	-0.4116	-0.7917
134100	-0.8218	0.7251	0.2277	0.1638	0.05499	0.9268	-0.6434	-0.5118	-0.1905	-0.5938
134300	-0.02543	0.5658	0.04372	0.2116	0.28	1.792	-0.5262	0.331	-0.2304	-0.2241
134500	-0.683	-0.3728	0.293	0.006672	-0.1399	0.7228	-0.5505	0.2329	-0.309	-0.08955
134700	-0.6362	-0.7957	-0.1693	-0.937	-0.136	0.4584	-0.4525	-0.835	-0.574	-0.6926
134900	-0.4626	-0.09849	-0.5022	0.5771	0.2974	0.7134	-0.3456	-0.6203	-0.508	-0.6403
135100	-0.2965	-0.002309	-0.7679	1.063	0.3566	1.432	-0.4107	-0.03176	-0.3947	-0.3843
135300	-0.629	-0.9823	-0.5929	-0.054	0.2368	0.4528	-0.551	-0.9583	-0.5146	-0.4887
135500	-0.3464	0.01523	-0.566	1.185	0.751	0.4333	-0.2859	0.01646	-0.4694	-0.5176
135700	0.1862	-0.1169	-0.4546	0.1462	0.9325	1.133	-0.1916	0.5646	-0.3366	-0.451
135900	-0.2357	-0.09036	-0.916	-0.4707	0.6787	-0.1983	-0.4125	-0.5813	-0.5174	-0.6037
136100	0.2389	-0.1193	-0.7245	0.6772	2.105	0.3288	-0.3049	-0.2862	-0.2999	-0.4526
136300	0.3589	-0.4219	-0.8813	0.8491	2.315	-0.1228	-0.25	0.9585	-0.4585	-0.08442
136500	0.3509	0.09705	-0.8261	2.436	2.517	0.5479	-0.1728	0.6716	-0.5207	0.1714
136700	0.4142	0.6442	-0.7607	0.8721	4.081	0.09407	-0.3054	0.196	-0.3902	-0.3366
136900	0.169	0.9328	-0.4119	0.6807	3.539	0.4802	-0.2475	1.425	0.0004409	0.4292
137100	-0.4817	0.6559	-0.3383	1.572	2.185	0.2678	-0.2975	0.318	-0.2652	-0.1895
137300	-0.7653	0.1739	-0.516	0.1387	0.5229	-0.5291	-0.6321	-0.3981	-0.7781	-0.7227
137500	-0.6537	0.05703	-0.4798	1.101	1.994	-0.8274	-0.489	-0.2052	-0.6355	-0.5545
137700	0.3206	-0.06901	-0.5867	1.124	2.514	-0.1124	-0.1455	0.1022	-0.5655	-0.6066
137900	-0.2534	0.4566	-0.2766	1.56	2.464	-0.0597	-0.05805	0.4921	-0.5101	-0.2757
138100	0.08569	0.0381	-0.5946	1.298	2.469	-0.5176	-0.001853	0.2323	-0.6751	-0.4192
138300	-0.09475	-0.5208	-0.878	0.6053	1.931	-0.4568	0.1753	0.07577	-0.4153	-0.529
138500	0.2002	0.09057	-0.9322	2.07	2.253	-0.5387	-0.0219	0.1195	-0.6513	-0.6851
138700	0.06889	-1.028	-0.7179	0.9002	2.917	-0.4395	-0.05674	-0.4581	-0.6558	-0.3305
138900	-0.2866	-0.9757	-0.6481	0.6896	2.99	-0.7167	-0.1013	-0.6689	-0.8652	-0.6623
139100	-0.1376	-0.796	-0.5977	1.272	2.352	-0.6571	0.08354	0.3484	-0.5433	-0.2109
139300	-0.0009678	-0.7236	-0.5617	0.4494	2.39	-0.3488	0.3409	0.1407	-0.4234	-0.3784
139500	0.01337	-0.934	-0.7804	0.9251	2.409	-0.3066	-0.1094	-0.2002	-0.5632	-0.4587
139700	0.02252	-1.27	-0.6927	1.125	2.95	-0.7163	-0.2878	-0.1292	-0.8769	-0.6296
139900	-0.1431	-1.327	-0.7769	-0.03467	2.087	-0.5732	-0.3665	-0.2002	-0.8282	-0.8273
